SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
ZL1/WK-050,New Zealand - North Island,Waikato,Maungamangero,802,2631,174.7864,-38.3883,174.7864,-38.3883,4,0,01/12/2015,31/12/2099,1,06/08/2019,ZL2AJ,
ZL1/WK-051,New Zealand - North Island,Waikato,ZL1/WK-051,797,2615,176.0125,-38.4900,176.0125,-38.4900,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-052,New Zealand - North Island,Waikato,Maungatautari,797,2615,175.5758,-38.0189,175.5758,-38.0189,4,0,01/12/2015,31/12/2099,3,13/07/2018,ZL1BYZ,
ZL1/WK-053,New Zealand - North Island,Waikato,Whakamaru Lookout,797,2615,175.8831,-38.3939,175.8831,-38.3939,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-054,New Zealand - North Island,Waikato,Maungatewharau,795,2608,174.7803,-38.4637,174.7803,-38.4637,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-055,New Zealand - North Island,Waikato,Ngangautu,794,2605,175.9554,-38.6674,175.9554,-38.6674,4,0,01/12/2015,31/12/2099,1,22/04/2018,ZL2ATH,
ZL1/WK-056,New Zealand - North Island,Waikato,Pakirarahi,787,2582,175.6936,-37.1800,175.6936,-37.1800,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-057,New Zealand - North Island,Waikato,Maungaiti,776,2546,175.9375,-38.3431,175.9375,-38.3431,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-058,New Zealand - North Island,Waikato,ZL1/WK-058,774,2539,176.0238,-38.4318,176.0238,-38.4318,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-059,New Zealand - North Island,Waikato,ZL1/WK-059,773,2536,175.7169,-37.0291,175.7169,-37.0291,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-060,New Zealand - North Island,Waikato,The Pinnacles,773,2536,175.7170,-37.0481,175.7170,-37.0481,4,0,01/12/2015,31/12/2099,3,31/12/2018,ZL1DCO,
ZL1/WK-061,New Zealand - North Island,Waikato,Te Weraiti,765,2510,175.9058,-37.8285,175.9058,-37.8285,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-062,New Zealand - North Island,Waikato,Ngongotaha,757,2484,176.1979,-38.1183,176.1979,-38.1183,4,0,01/12/2015,31/12/2099,10,28/11/2019,ZL1BYZ,
ZL1/WK-063,New Zealand - North Island,Waikato,Mount Karioi,756,2480,174.8018,-37.8648,174.8018,-37.8648,4,0,01/12/2015,31/12/2099,5,14/10/2018,ZL1BYZ,
ZL1/WK-064,New Zealand - North Island,Waikato,Whakamoehau,750,2461,175.7935,-37.3207,175.7935,-37.3207,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-065,New Zealand - North Island,Waikato,Pukekaikiore,748,2454,175.7297,-38.8927,175.7297,-38.8927,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-066,New Zealand - North Island,Waikato,Motutapere,746,2448,175.8318,-37.6270,175.8318,-37.6270,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-067,New Zealand - North Island,Waikato,ZL1/WK-067,746,2448,175.4516,-38.4216,175.4516,-38.4216,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-068,New Zealand - North Island,Waikato,Pukemako,746,2448,175.5005,-38.5590,175.5005,-38.5590,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-069,New Zealand - North Island,Waikato,ZL1/WK-069,746,2448,175.9642,-38.5712,175.9642,-38.5712,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-070,New Zealand - North Island,Waikato,Marotiri,733,2405,175.9149,-38.6161,175.9149,-38.6161,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-071,New Zealand - North Island,Waikato,ZL1/WK-071,730,2395,175.8658,-38.4637,175.8658,-38.4637,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-072,New Zealand - North Island,Waikato,Hihi,728,2388,175.7039,-37.0874,175.7039,-37.0874,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-073,New Zealand - North Island,Waikato,ZL1/WK-073,726,2382,175.6958,-37.0556,175.6958,-37.0556,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-074,New Zealand - North Island,Waikato,Rangitukua,726,2382,175.7684,-38.8696,175.7684,-38.8696,4,0,01/12/2015,31/12/2099,1,20/04/2019,ZL2ATH,
ZL1/WK-075,New Zealand - North Island,Waikato,Kakatarahae,725,2379,175.5597,-36.8941,175.5597,-36.8941,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-076,New Zealand - North Island,Waikato,Karangahape,724,2375,175.8003,-38.7954,175.8003,-38.7954,4,0,01/12/2015,31/12/2099,1,19/07/2016,ZL2ATH,
ZL1/WK-077,New Zealand - North Island,Waikato,ZL1/WK-077,720,2362,175.5755,-37.0334,175.5755,-37.0334,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-078,New Zealand - North Island,Waikato,ZL1/WK-078,718,2356,175.5221,-38.3123,175.5221,-38.3123,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-079,New Zealand - North Island,Waikato,ZL1/WK-079,716,2349,174.7874,-38.4276,174.7874,-38.4276,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-080,New Zealand - North Island,Waikato,ZL1/WK-080,701,2300,175.5406,-38.2964,175.5406,-38.2964,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-081,New Zealand - North Island,Waikato,Hiwiroa,696,2283,175.9672,-37.9830,175.9672,-37.9830,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-082,New Zealand - North Island,Waikato,Ngapuketurua,696,2283,175.7882,-37.2785,175.7882,-37.2785,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-083,New Zealand - North Island,Waikato,ZL1/WK-083,695,2280,175.7224,-37.0617,175.7224,-37.0617,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-084,New Zealand - North Island,Waikato,Whakaahu,692,2270,175.8195,-38.4539,175.8195,-38.4539,2,0,01/12/2015,31/12/2099,1,22/02/2019,ZL2AJ,
ZL1/WK-085,New Zealand - North Island,Waikato,Haparangi,688,2257,176.2020,-38.2379,176.2020,-38.2379,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-086,New Zealand - North Island,Waikato,Kohukohunui,688,2257,175.2196,-37.0383,175.2196,-37.0383,2,0,01/12/2015,31/12/2099,4,08/04/2018,ZL1BYZ,
ZL1/WK-087,New Zealand - North Island,Waikato,ZL1/WK-087,686,2251,175.9576,-38.5112,175.9576,-38.5112,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-088,New Zealand - North Island,Waikato,ZL1/WK-088,679,2228,175.7595,-37.3357,175.7595,-37.3357,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-089,New Zealand - North Island,Waikato,ZL1/WK-089,671,2201,176.3251,-38.3537,176.3251,-38.3537,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-090,New Zealand - North Island,Waikato,ZL1/WK-090,666,2185,176.0988,-38.4425,176.0988,-38.4425,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-091,New Zealand - North Island,Waikato,ZL1/WK-091,665,2182,175.5691,-37.1012,175.5691,-37.1012,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-092,New Zealand - North Island,Waikato,ZL1/WK-092,664,2178,175.6990,-37.2131,175.6990,-37.2131,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-093,New Zealand - North Island,Waikato,Tanehua,658,2159,175.7611,-37.0069,175.7611,-37.0069,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-094,New Zealand - North Island,Waikato,Tuahu,652,2139,176.0625,-38.4485,176.0625,-38.4485,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-095,New Zealand - North Island,Waikato,Puaiti,650,2133,176.1633,-38.4106,176.1633,-38.4106,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-096,New Zealand - North Island,Waikato,Whareorino,649,2129,174.6916,-38.4120,174.6916,-38.4120,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-097,New Zealand - North Island,Waikato,Waikarariki Point,648,2126,175.9663,-38.7062,175.9663,-38.7062,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-098,New Zealand - North Island,Waikato,Takaurunga,646,2119,175.9364,-37.8807,175.9364,-37.8807,2,0,01/12/2015,31/12/2099,2,28/07/2019,ZL2AJ,
ZL1/WK-099,New Zealand - North Island,Waikato,ZL1/WK-099,642,2106,175.2559,-38.6025,175.2559,-38.6025,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-100,New Zealand - North Island,Waikato,ZL1/WK-100,640,2100,176.2018,-38.2005,176.2018,-38.2005,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-101,New Zealand - North Island,Waikato,Pukemoremore,632,2073,176.2495,-38.4480,176.2495,-38.4480,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-102,New Zealand - North Island,Waikato,Ngautuku,629,2064,176.0160,-38.3720,176.0160,-38.3720,2,0,01/12/2015,31/12/2099,1,07/02/2016,ZL2AJ,
ZL1/WK-103,New Zealand - North Island,Waikato,Te Weta,627,2057,176.2211,-38.3693,176.2211,-38.3693,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-104,New Zealand - North Island,Waikato,ZL1/WK-104,622,2041,175.8150,-37.3503,175.8150,-37.3503,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-105,New Zealand - North Island,Waikato,ZL1/WK-105,620,2034,176.0963,-38.2917,176.0963,-38.2917,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-106,New Zealand - North Island,Waikato,Maungarahiri,611,2005,175.3010,-38.5603,175.3010,-38.5603,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-107,New Zealand - North Island,Waikato,ZL1/WK-107,610,2001,176.2549,-38.4545,176.2549,-38.4545,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-108,New Zealand - North Island,Waikato,Pukepapataringa,609,1998,176.2353,-38.4811,176.2353,-38.4811,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-109,New Zealand - North Island,Waikato,Otamati,608,1995,175.1962,-38.6323,175.1962,-38.6323,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-110,New Zealand - North Island,Waikato,ZL1/WK-110,593,1946,175.6064,-38.2499,175.6064,-38.2499,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-111,New Zealand - North Island,Waikato,Ngapoipoiatore,591,1939,176.1109,-38.3652,176.1109,-38.3652,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-112,New Zealand - North Island,Waikato,ZL1/WK-112,590,1936,175.7504,-37.2011,175.7504,-37.2011,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-113,New Zealand - North Island,Waikato,Kaipawa,586,1923,175.5263,-36.7369,175.5263,-36.7369,2,0,01/12/2015,31/12/2099,4,18/11/2019,ZL1WA,
ZL1/WK-114,New Zealand - North Island,Waikato,Horomanga,574,1883,175.5238,-36.8876,175.5238,-36.8876,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-115,New Zealand - North Island,Waikato,ZL1/WK-115,573,1880,175.5518,-36.7792,175.5518,-36.7792,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-116,New Zealand - North Island,Waikato,ZL1/WK-116,571,1873,174.7686,-38.3324,174.7686,-38.3324,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-117,New Zealand - North Island,Waikato,ZL1/WK-117,566,1857,174.9723,-38.2293,174.9723,-38.2293,2,0,01/12/2015,01/11/2017,0,,,
ZL1/WK-118,New Zealand - North Island,Waikato,Ongahoro,566,1857,176.2293,-38.2564,176.2293,-38.2564,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-119,New Zealand - North Island,Waikato,ZL1/WK-119,563,1847,175.5645,-36.8216,175.5645,-36.8216,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-120,New Zealand - North Island,Waikato,Koponui,554,1818,174.9937,-37.9611,174.9937,-37.9611,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-121,New Zealand - North Island,Waikato,ZL1/WK-121,549,1801,176.1951,-38.3720,176.1951,-38.3720,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-122,New Zealand - North Island,Waikato,Puketawa,548,1798,175.7374,-37.3841,175.7374,-37.3841,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-123,New Zealand - North Island,Waikato,Pohaturoa,540,1772,176.0091,-38.4015,176.0091,-38.4015,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-124,New Zealand - North Island,Waikato,Hauturu,537,1762,175.4774,-36.8941,175.4774,-36.8941,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-125,New Zealand - North Island,Waikato,Maungakawa,535,1755,175.3960,-37.4140,175.3960,-37.4140,2,0,01/12/2015,31/12/2099,1,12/08/2018,ZL1SKL,
ZL1/WK-126,New Zealand - North Island,Waikato,ZL1/WK-126,534,1751,175.707,-37.2613,175.7070,-37.2613,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-127,New Zealand - North Island,Waikato,Castle Rock,525,1722,175.5626,-36.8034,175.5626,-36.8034,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-128,New Zealand - North Island,Waikato,Ngaraparapa,521,1709,175.3702,-37.4851,175.3702,-37.4851,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-129,New Zealand - North Island,Waikato,ZL1/WK-129,514,1686,175.4696,-36.6948,175.4696,-36.6948,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-130,New Zealand - North Island,Waikato,Te Uku Wind Farm,510,1673,174.9745,-37.8954,174.9745,-37.8954,2,0,01/12/2015,31/12/2099,1,17/12/2016,ZL2AJ,
ZL1/WK-131,New Zealand - North Island,Waikato,ZL1/WK-131,504,1654,175.3096,-38.5334,175.3096,-38.5334,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-132,New Zealand - North Island,Waikato,ZL1/WK-132,500,1640,174.8508,-38.6540,174.8508,-38.6540,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-133,New Zealand - North Island,Waikato,ZL1/WK-133,496,1627,175.4746,-38.2560,175.4746,-38.2560,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-134,New Zealand - North Island,Waikato,Maungakawa,495,1624,175.6109,-37.8084,175.6109,-37.8084,1,0,01/12/2015,31/12/2099,6,05/07/2018,ZL1BYZ,
ZL1/WK-135,New Zealand - North Island,Waikato,Te Tapui,492,1614,175.6582,-37.8345,175.6582,-37.8345,1,0,01/12/2015,31/12/2099,1,06/02/2018,ZL2AJ,
ZL1/WK-136,New Zealand - North Island,Waikato,Mangatangi,487,1598,175.1890,-37.1277,175.1890,-37.1277,1,0,01/12/2015,31/12/2099,5,15/04/2018,ZL1SKL,
ZL1/WK-137,New Zealand - North Island,Waikato,Pehimatea,483,1585,174.6898,-38.3558,174.6898,-38.3558,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-138,New Zealand - North Island,Waikato,Ruru,482,1581,175.5620,-37.7905,175.5620,-37.7905,1,0,01/12/2015,31/12/2099,1,29/12/2016,ZL2AJ,
ZL1/WK-139,New Zealand - North Island,Waikato,Kakepuku,449,1473,175.2500,-38.0660,175.2500,-38.0660,1,0,01/12/2015,31/12/2099,10,25/04/2019,ZL2AJ,
ZL1/WK-140,New Zealand - North Island,Waikato,ZL1/WK-140,447,1467,175.6200,-37.1032,175.6200,-37.1032,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-141,New Zealand - North Island,Waikato,ZL1/WK-141,445,1460,175.1531,-37.1458,175.1531,-37.1458,1,0,01/12/2015,31/12/2099,1,24/07/2016,ZL1BYZ,
ZL1/WK-142,New Zealand - North Island,Waikato,Taumatamaire,445,1460,174.7201,-38.6319,174.7201,-38.6319,1,0,01/12/2015,31/12/2099,5,12/11/2019,ZL2AJ,
ZL1/WK-143,New Zealand - North Island,Waikato,ZL1/WK-143,444,1457,175.6379,-36.9737,175.6379,-36.9737,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-144,New Zealand - North Island,Waikato,ZL1/WK-144,431,1414,175.3129,-38.3394,175.3129,-38.3394,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-145,New Zealand - North Island,Waikato,ZL1/WK-145,420,1378,175.4564,-36.8741,175.4564,-36.8741,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-146,New Zealand - North Island,Waikato,Te Iringa,418,1371,174.7458,-38.2622,174.7458,-38.2622,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-147,New Zealand - North Island,Waikato,Klondyke,403,1322,174.8084,-37.3547,174.8084,-37.3547,1,0,01/12/2015,31/12/2099,17,14/09/2019,ZL1BYZ,
ZL1/WK-148,New Zealand - North Island,Waikato,ZL1/WK-148,398,1306,174.7056,-38.5299,174.7056,-38.5299,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-149,New Zealand - North Island,Waikato,ZL1/WK-149,396,1299,175.4605,-38.1593,175.4605,-38.1593,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-150,New Zealand - North Island,Waikato,Momoparaua,395,1296,175.7848,-37.1022,175.7848,-37.1022,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-151,New Zealand - North Island,Waikato,Pauanui,387,1270,175.8739,-37.0357,175.8739,-37.0357,1,0,01/12/2015,31/12/2099,9,16/11/2019,ZL1BYZ,
ZL1/WK-152,New Zealand - North Island,Waikato,Puroa,387,1270,175.5063,-36.5429,175.5063,-36.5429,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-153,New Zealand - North Island,Waikato,Pukemako,382,1253,175.5386,-37.8624,175.5386,-37.8624,1,0,01/12/2015,31/12/2099,22,28/11/2019,ZL1BYZ,
ZL1/WK-154,New Zealand - North Island,Waikato,ZL1/WK-154,379,1243,175.0666,-38.1326,175.0666,-38.1326,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-155,New Zealand - North Island,Waikato,Kahuwera,378,1240,175.0682,-38.4703,175.0682,-38.4703,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-156,New Zealand - North Island,Waikato,Kokako,376,1234,175.038,-37.7661,175.0380,-37.7661,1,0,01/12/2015,01/11/2016,0,,,
ZL1/WK-157,New Zealand - North Island,Waikato,Hakarimata,374,1227,175.1250,-37.6619,175.1250,-37.6619,1,0,01/12/2015,31/12/2099,9,09/10/2019,ZL1BYZ,
ZL1/WK-158,New Zealand - North Island,Waikato,Puketutu,373,1224,175.0181,-37.1955,175.0181,-37.1955,1,0,01/12/2015,31/12/2099,55,30/10/2019,ZL1BYZ,
ZL1/WK-159,New Zealand - North Island,Waikato,ZL1/WK-159,371,1217,175.1224,-38.44,175.1224,-38.4400,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-160,New Zealand - North Island,Waikato,ZL1/WK-160,365,1198,175.0313,-38.5401,175.0313,-38.5401,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-161,New Zealand - North Island,Waikato,Mapara,363,1191,175.102,-38.4807,175.1020,-38.4807,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-162,New Zealand - North Island,Waikato,Turaerae,356,1168,175.0566,-38.5655,175.0566,-38.5655,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-163,New Zealand - North Island,Waikato,ZL1/WK-163,353,1158,175.0612,-38.5163,175.0612,-38.5163,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-164,New Zealand - North Island,Waikato,Tikitiki,332,1089,175.0654,-38.4955,175.0654,-38.4955,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-165,New Zealand - North Island,Waikato,ZL1/WK-165,330,1083,175.1593,-38.4666,175.1593,-38.4666,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-166,New Zealand - North Island,Waikato,Ohiwai,327,1073,175.8202,-37.0738,175.8202,-37.0738,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-167,New Zealand - North Island,Waikato,Pukekiekie,324,1063,174.9899,-38.6029,174.9899,-38.6029,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-168,New Zealand - North Island,Waikato,Rataroa,323,1060,175.3001,-37.2373,175.3001,-37.2373,1,0,01/12/2015,31/12/2099,3,27/10/2019,ZL1BYZ,
ZL1/WK-169,New Zealand - North Island,Waikato,ZL1/WK-169,320,1050,175.6771,-37.442,175.6771,-37.4420,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-170,New Zealand - North Island,Waikato,Waitaia,311,1020,175.7536,-36.7395,175.7536,-36.7395,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-171,New Zealand - North Island,Waikato,ZL1/WK-171,310,1017,175.8147,-37.1606,175.8147,-37.1606,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-172,New Zealand - North Island,Waikato,ZL1/WK-172,309,1014,175.7008,-36.7774,175.7008,-36.7774,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-173,New Zealand - North Island,Waikato,Maungatawhiri,303,994,175.7379,-36.7832,175.7379,-36.7832,1,0,01/12/2015,31/12/2099,1,20/10/2018,ZL2AJ,
ZL1/WK-174,New Zealand - North Island,Waikato,Hangawera,302,991,175.4617,-37.5591,175.4617,-37.5591,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-175,New Zealand - North Island,Waikato,Orangiwhao,300,984,174.7286,-38.1293,174.7286,-38.1293,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-176,New Zealand - North Island,Waikato,Taupiri,288,945,175.1863,-37.6032,175.1863,-37.6032,1,0,01/12/2015,31/12/2099,4,08/10/2019,ZL1BYZ,
ZL1/WK-177,New Zealand - North Island,Waikato,Te Herunga,287,942,175,-37.5893,175.0000,-37.5893,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-178,New Zealand - North Island,Waikato,Kahutara,284,932,175.5707,-36.6631,175.5707,-36.6631,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-179,New Zealand - North Island,Waikato,Pukemore,282,925,175.2220,-37.5301,175.2220,-37.5301,1,0,01/12/2015,31/12/2099,1,12/12/2015,ZL2AJ,
ZL1/WK-180,New Zealand - North Island,Waikato,ZL1/WK-180,281,922,175.2690,-37.4453,175.2690,-37.4453,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-181,New Zealand - North Island,Waikato,ZL1/WK-181,271,889,175.1076,-37.1829,175.1076,-37.1829,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-182,New Zealand - North Island,Waikato,Pahaoa,258,846,174.6391,-38.6755,174.6391,-38.6755,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-183,New Zealand - North Island,Waikato,Pukerimu,244,801,175.4271,-38.1210,175.4271,-38.1210,1,0,01/12/2015,31/12/2099,2,16/12/2018,ZL2AJ,
ZL1/WK-184,New Zealand - North Island,Waikato,ZL1/WK-184,244,801,175.7539,-37.1426,175.7539,-37.1426,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-185,New Zealand - North Island,Waikato,ZL1/WK-185,240,787,175.7425,-37.1049,175.7425,-37.1049,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-186,New Zealand - North Island,Waikato,Rangitoto,233,764,175.7381,-36.8878,175.7381,-36.8878,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-187,New Zealand - North Island,Waikato,Mohi Mountain,231,758,175.8133,-36.6244,175.8133,-36.6244,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-188,New Zealand - North Island,Waikato,Puketarata,229,751,175.2948,-38.1364,175.2948,-38.1364,1,0,01/12/2015,31/12/2099,4,15/09/2018,ZL1BYZ,
ZL1/WK-189,New Zealand - North Island,Waikato,Rangipo,223,732,175.8454,-37.1473,175.8454,-37.1473,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-190,New Zealand - North Island,Waikato,Cuvier (Repanga) Island,214,702,175.7704,-36.4327,175.7704,-36.4327,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-191,New Zealand - North Island,Waikato,Tahanga,211,692,175.8098,-36.7285,175.8098,-36.7285,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-192,New Zealand - North Island,Waikato,ZL1/WK-192,210,689,175.1967,-37.3121,175.1967,-37.3121,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-193,New Zealand - North Island,Waikato,ZL1/WK-193,210,689,175.8732,-37.1259,175.8732,-37.1259,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-194,New Zealand - North Island,Waikato,Ruamahuaiti Island,180,591,176.0815,-36.9755,176.0815,-36.9755,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-195,New Zealand - North Island,Waikato,Paku,179,587,175.8659,-37.0004,175.8659,-37.0004,1,0,01/12/2015,31/12/2099,10,16/11/2019,ZL1BYZ,
ZL1/WK-196,New Zealand - North Island,Waikato,Motutapere Island,175,574,175.4285,-36.7791,175.4285,-36.7791,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-197,New Zealand - North Island,Waikato,Motuoruji Island,169,554,175.4027,-36.7411,175.4027,-36.7411,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-198,New Zealand - North Island,Waikato,Ruamahuanui Island,160,525,176.0954,-36.9532,176.0954,-36.9532,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WK-199,New Zealand - North Island,Waikato,ZL1/WK-199,374,1227,175.0468,-37.7862,175.0468,-37.7862,1,0,01/11/2016,31/12/2099,0,,,
ZL1/WK-200,New Zealand - North Island,Waikato,ZL1/WK-200,567,1860,174.9841,-38.2246,174.9841,-38.2246,2,0,01/11/2017,31/12/2099,2,04/05/2019,ZL2AJ,
ZL1/WK-201,New Zealand - North Island,Waikato,Red Mercury Island (Whakau),150,492,175.9372,-36.6180,175.9372,-36.6180,1,0,01/08/2018,31/12/2099,0,,,
ZL1/WL-001,New Zealand - North Island,Wellington,Mitre,1571,5154,175.4575,-40.7981,175.4575,-40.7981,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-002,New Zealand - North Island,Wellington,McGregor,1540,5052,175.4227,-40.8335,175.4227,-40.8335,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-003,New Zealand - North Island,Wellington,Bannister,1537,5043,175.4566,-40.7448,175.4566,-40.7448,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-004,New Zealand - North Island,Wellington,Mount Hector,1529,5016,175.2816,-40.9517,175.2816,-40.9517,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-005,New Zealand - North Island,Wellington,Arete,1505,4938,175.4338,-40.7465,175.4338,-40.7465,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-006,New Zealand - North Island,Wellington,Lancaster,1504,4934,175.4264,-40.7620,175.4264,-40.7620,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-007,New Zealand - North Island,Wellington,Logan,1500,4921,175.4570,-40.7204,175.4570,-40.7204,10,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-008,New Zealand - North Island,Wellington,Mount Holdsworth,1470,4823,175.4170,-40.8735,175.4170,-40.8735,8,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-009,New Zealand - North Island,Wellington,Mount Crawford,1462,4797,175.3577,-40.8185,175.3577,-40.8185,8,3,01/12/2015,31/12/2099,0,,,
