SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
VK2/CT-098,Australia - NSW,Central Tablelands,Blue Biddy Mountain,627,2057,149.4222,-32.3587,149.4222,-32.3587,2,0,01/09/2013,31/12/2099,0,,,
VK2/CT-099,Australia - NSW,Central Tablelands,VK2/CT-099,623,2044,149.2198,-32.6203,149.2198,-32.6203,2,0,01/09/2013,31/12/2099,0,,,
VK2/CT-100,Australia - NSW,Central Tablelands,Broken Rock Range,618,2028,150.3728,-33.9533,150.3728,-33.9533,2,0,01/09/2013,31/12/2099,0,,,
VK2/CT-101,Australia - NSW,Central Tablelands,VK2/CT-101,571,1873,149.9907,-32.3414,149.9907,-32.3414,2,0,01/09/2013,31/12/2099,0,,,
VK2/CT-102,Australia - NSW,Central Tablelands,Mount Cookem,569,1867,150.2762,-33.867,150.2762,-33.8670,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-001,Australia - NSW,Central West,Bluff Mountain 1,1212,3976,148.9777,-31.3282,148.9777,-31.3282,8,3,01/09/2013,31/12/2099,3,15/03/2018,VK2GPL/P,
VK2/CW-002,Australia - NSW,Central West,Mount Exmouth,1177,3862,148.9512,-31.3111,148.9512,-31.3111,6,0,01/09/2013,31/12/2099,1,14/04/2017,VK2BNN,
VK2/CW-003,Australia - NSW,Central West,Mount Woorut,1155,3789,149.0621,-31.2719,149.0621,-31.2719,6,0,01/09/2013,31/12/2099,10,08/04/2019,VK2NU/P,
VK2/CW-004,Australia - NSW,Central West,Westons Mountain,1140,3740,149.0795,-31.2909,149.0795,-31.2909,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-005,Australia - NSW,Central West,Berrumbuckle Mountain,1091,3579,149.0674,-31.3293,149.0674,-31.3293,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-006,Australia - NSW,Central West,Rocky Mountain,1077,3533,149.0058,-31.3540,149.0058,-31.3540,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-007,Australia - NSW,Central West,Bull Mountain,1031,3383,148.9282,-31.3160,148.9282,-31.3160,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-008,Australia - NSW,Central West,Bullaway Mountain,994,3261,148.9348,-31.1959,148.9348,-31.1959,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-009,Australia - NSW,Central West,Deans Mountain,964,3163,149.8134,-31.5833,149.8134,-31.5833,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-010,Australia - NSW,Central West,Bulleamble Mountain,954,3130,149.1282,-31.2508,149.1282,-31.2508,6,0,01/09/2013,31/12/2099,0,,,
VK2/CW-011,Australia - NSW,Central West,Mount Scabilon,893,2930,149.0354,-31.2833,149.0354,-31.2833,4,0,01/09/2013,31/12/2099,0,,,
VK2/CW-012,Australia - NSW,Central West,Columbine Mountain,878,2881,148.8569,-33.4306,148.8569,-33.4306,4,0,01/09/2013,31/12/2099,0,,,
VK2/CW-013,Australia - NSW,Central West,VK2/CW-013,873,2864,149.0717,-31.3491,149.0717,-31.3491,4,0,01/09/2013,31/12/2099,0,,,
VK2/CW-014,Australia - NSW,Central West,Bingie Grumble Mtn,847,2779,149.1893,-31.3208,149.1893,-31.3208,4,0,01/09/2013,31/12/2099,2,06/10/2013,VK2GEL,
VK2/CW-015,Australia - NSW,Central West,Mount Naman,817,2680,148.9494,-31.3698,148.9494,-31.3698,4,0,01/09/2013,31/12/2099,0,,,
VK2/CW-016,Australia - NSW,Central West,Yambira Mountain,780,2559,148.3409,-33.8318,148.3409,-33.8318,4,0,01/09/2013,31/12/2099,0,,,
VK2/CW-017,Australia - NSW,Central West,Belougery Split Rock,749,2457,148.9849,-31.2841,148.9849,-31.2841,4,0,01/09/2013,31/12/2099,3,08/04/2019,VK2NU/P,
VK2/CW-018,Australia - NSW,Central West,Round Mountain,747,2451,149.7401,-31.5681,149.7401,-31.5681,4,0,01/09/2013,31/12/2099,0,,,
VK2/CW-019,Australia - NSW,Central West,Murga Mountain,735,2411,148.5024,-33.3993,148.5024,-33.3993,4,0,01/09/2013,31/12/2099,2,24/09/2017,VK2WP,
VK2/CW-020,Australia - NSW,Central West,Mount Tooraweenah,700,2297,148.9612,-31.4486,148.9612,-31.4486,4,0,01/09/2013,31/12/2099,1,17/03/2018,VK2GPL/P,
VK2/CW-021,Australia - NSW,Central West,Mount Taylor,651,2136,148.4510,-33.4119,148.4510,-33.4119,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-022,Australia - NSW,Central West,Barabigal,621,2037,148.4407,-33.7231,148.4407,-33.7231,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-023,Australia - NSW,Central West,Dill Killy,616,2021,148.9027,-31.5422,148.9027,-31.5422,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-024,Australia - NSW,Central West,VK2/CW-024,574,1883,148.4223,-33.7343,148.4223,-33.7343,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-025,Australia - NSW,Central West,Yellow Mountain,570,1870,146.8362,-32.4918,146.8362,-32.4918,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-026,Australia - NSW,Central West,Mount Wheoga,555,1821,147.9401,-33.7334,147.9401,-33.7334,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-027,Australia - NSW,Central West,Mount Bowen,543,1781,146.2158,-33.3656,146.2158,-33.3656,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-028,Australia - NSW,Central West,Melougel Mountain,518,1699,146.2208,-33.6732,146.2208,-33.6732,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-029,Australia - NSW,Central West,Ural Range,511,1677,146.1917,-33.3979,146.1917,-33.3979,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-030,Australia - NSW,Central West,Mount Mologone,508,1667,146.2615,-33.6951,146.2615,-33.6951,2,0,01/09/2013,31/12/2099,0,,,
VK2/CW-031,Australia - NSW,Central West,Narriah Mountain,486,1594,146.7001,-33.8617,146.7001,-33.8617,1,0,01/09/2013,31/12/2099,0,,,
VK2/CW-032,Australia - NSW,Central West,Mount Susannah,478,1568,146.9343,-32.6218,146.9343,-32.6218,1,0,01/09/2013,31/12/2099,0,,,
VK2/CW-033,Australia - NSW,Central West,Mount Ariah,414,1358,146.7273,-34.0389,146.7273,-34.0389,1,0,01/09/2013,31/12/2099,0,,,
VK2/CW-034,Australia - NSW,Central West,Yelkin Forest,412,1352,146.2819,-33.4644,146.2819,-33.4644,1,0,01/09/2013,31/12/2099,0,,,
VK2/CW-035,Australia - NSW,Central West,Wamboyne Mountain,404,1325,147.3683,-33.5803,147.3683,-33.5803,1,0,01/09/2013,31/12/2099,0,,,
VK2/CW-036,Australia - NSW,Central West,Needle Mountain,1168,3832,149.0238,-31.3423,149.0238,-31.3423,6,0,01/12/2014,31/12/2099,0,,,
VK2/CW-037,Australia - NSW,Central West,Near Oakey Trig,1118,3668,149.8505,-31.6706,149.8505,-31.6706,6,0,01/12/2014,31/12/2099,0,,,
VK2/CW-038,Australia - NSW,Central West,Camels Hump Mountain,1109,3638,149.1092,-31.2967,149.1092,-31.2967,6,0,01/12/2014,31/12/2099,0,,,
VK2/CW-039,Australia - NSW,Central West,Wedding Cake Mountain,1069,3507,149.0847,-31.2532,149.0847,-31.2532,6,0,01/12/2014,31/12/2099,0,,,
VK2/CW-040,Australia - NSW,Central West,Echo Mountain,1025,3363,149.0481,-31.3061,149.0481,-31.3061,6,0,01/12/2014,31/12/2099,0,,,
VK2/CW-041,Australia - NSW,Central West,Mount Aranon,892,2927,148.9711,-31.2357,148.9711,-31.2357,4,0,01/12/2014,31/12/2099,0,,,
VK2/CW-042,Australia - NSW,Central West,VK2/CW-042,816,2677,149.1514,-31.2827,149.1514,-31.2827,4,0,01/12/2014,31/12/2099,0,,,
VK2/CW-043,Australia - NSW,Central West,Mount Nangar,785,2575,148.5319,-33.4241,148.5319,-33.4241,4,0,01/12/2014,31/12/2099,5,18/05/2019,VK2WP,
VK2/CW-044,Australia - NSW,Central West,VK2/CW-044,810,2657,148.5258,-32.9892,148.5258,-32.9892,4,0,01/12/2014,31/12/2099,0,,,
VK2/CW-045,Australia - NSW,Central West,VK2/CW-045,782,2566,148.93,-31.3983,148.9300,-31.3983,4,0,01/12/2014,31/12/2099,0,,,
VK2/CW-046,Australia - NSW,Central West,VK2/CW-046,782,2566,148.93,-31.3983,148.9300,-31.3983,4,0,01/12/2014,31/12/2017,0,,,
VK2/CW-047,Australia - NSW,Central West,Eualdrie Trig,737,2418,147.9899,-33.8991,147.9899,-33.8991,4,0,01/12/2014,31/12/2099,0,,,
VK2/CW-048,Australia - NSW,Central West,Black Spring Mountain,734,2408,148.0367,-33.9749,148.0367,-33.9749,4,0,01/12/2014,31/12/2099,0,,,
VK2/CW-049,Australia - NSW,Central West,Kadina Trig,733,2405,148.3816,-32.9023,148.3816,-32.9023,4,0,01/12/2014,31/12/2099,1,01/07/2015,VK2CU/P,
VK2/CW-050,Australia - NSW,Central West,Caloma Trig,774,2539,148.3342,-32.6808,148.3342,-32.6808,4,0,01/12/2014,31/12/2099,3,19/04/2017,VK3PF/2,
VK2/CW-051,Australia - NSW,Central West,Pine Mountain,657,2156,148.8661,-33.8378,148.8661,-33.8378,2,0,01/12/2014,31/12/2099,0,,,
VK2/CW-052,Australia - NSW,Central West,Eurow Mountains,656,2152,148.2933,-33.3117,148.2933,-33.3117,2,0,01/12/2014,31/12/2099,0,,,
VK2/CW-053,Australia - NSW,Central West,VK2/CW-053,568,1864,148.1378,-33.8347,148.1378,-33.8347,2,0,01/12/2014,31/12/2099,0,,,
VK2/CW-054,Australia - NSW,Central West,Tallabung Mountain,540,1772,147.7826,-33.5849,147.7826,-33.5849,2,0,01/12/2014,31/12/2099,0,,,
VK2/CW-055,Australia - NSW,Central West,Manna Mountain,486,1594,147.3378,-33.4118,147.3378,-33.4118,1,0,01/12/2014,31/12/2099,1,13/02/2015,VK2CU/P,
VK2/CW-056,Australia - NSW,Central West,Namani Sugarloaf,473,1552,148.4584,-33.5466,148.4584,-33.5466,1,0,01/12/2014,31/12/2099,0,,,
VK2/CW-057,Australia - NSW,Central West,Watson Trig,463,1519,147.1455,-32.6559,147.1455,-32.6559,1,0,01/12/2014,31/12/2099,0,,,
VK2/CW-058,Australia - NSW,Central West,Black Ridge,441,1447,147.6147,-33.0371,147.6147,-33.0371,1,0,01/12/2014,31/12/2099,0,,,
VK2/CW-059,Australia - NSW,Central West,Gidgingidginbung Pinnacle,437,1434,147.5259,-34.2331,147.5259,-34.2331,1,0,01/12/2014,31/12/2099,0,,,
VK2/HU-001,Australia - NSW,Hunter,Woolooma Range,1410,4626,151.2687,-32.0525,151.2687,-32.0525,8,3,01/09/2013,31/12/2099,0,,,
VK2/HU-002,Australia - NSW,Hunter,Mount Cockcrow,1398,4587,151.3018,-32.1206,151.3018,-32.1206,8,3,01/09/2013,31/12/2099,0,,,
VK2/HU-003,Australia - NSW,Hunter,Big Losy Mountain,1336,4383,151.3250,-32.0945,151.3250,-32.0945,8,3,01/09/2013,31/12/2099,0,,,
VK2/HU-004,Australia - NSW,Hunter,Mount Woolooma,1324,4344,151.2020,-32.0382,151.2020,-32.0382,8,3,01/09/2013,31/12/2099,0,,,
VK2/HU-005,Australia - NSW,Hunter,Mount Coriaday,1238,4062,150.4042,-32.7537,150.4042,-32.7537,8,3,01/09/2013,31/12/2099,0,,,
VK2/HU-006,Australia - NSW,Hunter,Mount Hungerford,1178,3865,151.3348,-31.9915,151.3348,-31.9915,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-007,Australia - NSW,Hunter,Mount Royal,1174,3852,151.3257,-32.1742,151.3257,-32.1742,6,0,01/09/2013,31/12/2099,16,19/12/2017,VK2HRX,
VK2/HU-008,Australia - NSW,Hunter,VK2/HU-008,1147,3763,151.2419,-32.1371,151.2419,-32.1371,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-009,Australia - NSW,Hunter,Mount Monundilla,1126,3694,150.4938,-32.7427,150.4938,-32.7427,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-010,Australia - NSW,Hunter,Moonam,1100,3609,151.2468,-31.9697,151.2468,-31.9697,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-011,Australia - NSW,Hunter,The Black Mountain,1022,3353,150.9293,-31.9502,150.9293,-31.9502,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-012,Australia - NSW,Hunter,VK2/HU-012,1005,3297,150.4114,-32.8526,150.4114,-32.8526,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-013,Australia - NSW,Hunter,Mount Cabre Bald,988,3241,151.3834,-32.1489,151.3834,-32.1489,6,0,01/09/2013,31/12/2099,3,01/01/2018,VK2CDS/P,
VK2/HU-014,Australia - NSW,Hunter,Mount Carrow,965,3166,151.3504,-32.2126,151.3504,-32.2126,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-015,Australia - NSW,Hunter,Lagoon Mountain,944,3097,150.9921,-31.9293,150.9921,-31.9293,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-016,Australia - NSW,Hunter,Mount Scrumlo,917,3009,151.1945,-32.1638,151.1945,-32.1638,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-017,Australia - NSW,Hunter,Waverly Pinnacle,913,2995,151.0331,-31.8753,151.0331,-31.8753,6,0,01/09/2013,31/12/2099,0,,,
VK2/HU-018,Australia - NSW,Hunter,VK2/HU-018,890,2920,151.1356,-32.0566,151.1356,-32.0566,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-019,Australia - NSW,Hunter,Sylphs Mountain,861,2825,150.9248,-31.9091,150.9248,-31.9091,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-020,Australia - NSW,Hunter,VK2/HU-020,851,2792,151.4288,-32.2021,151.4288,-32.2021,4,0,01/09/2013,31/12/2099,4,30/10/2018,VK2NU/P,
VK2/HU-021,Australia - NSW,Hunter,VK2/HU-021,847,2779,151.1008,-32.0526,151.1008,-32.0526,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-022,Australia - NSW,Hunter,Coriday Range,837,2746,150.4083,-32.6651,150.4083,-32.6651,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-023,Australia - NSW,Hunter,Big Brother,837,2746,151.1856,-32.2263,151.1856,-32.2263,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-024,Australia - NSW,Hunter,VK2/HU-024,810,2657,151.2832,-32.2448,151.2832,-32.2448,4,0,01/09/2013,31/12/2099,22,01/01/2018,VK2YK/P,
VK2/HU-025,Australia - NSW,Hunter,Smiths Mount,786,2579,151.3367,-32.2377,151.3367,-32.2377,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-026,Australia - NSW,Hunter,Belltrees Mountain,777,2549,151.0893,-31.9572,151.0893,-31.9572,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-027,Australia - NSW,Hunter,VK2/HU-027,768,2520,150.6670,-31.9601,150.6670,-31.9601,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-028,Australia - NSW,Hunter,Gundy Mountain,762,2500,151.0744,-31.9702,151.0744,-31.9702,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-029,Australia - NSW,Hunter,Gateleys Mountain,736,2415,150.9162,-31.8878,150.9162,-31.8878,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-030,Australia - NSW,Hunter,VK2/HU-030,730,2395,151.0890,-31.9400,151.0890,-31.9400,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-031,Australia - NSW,Hunter,VK2/HU-031,721,2365,151.0371,-32.0830,151.0371,-32.0830,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-032,Australia - NSW,Hunter,Torbanite Mountain,716,2349,150.4020,-32.5756,150.4020,-32.5756,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-033,Australia - NSW,Hunter,Big Black Jack Mountain,712,2336,151.3463,-32.3122,151.3463,-32.3122,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-034,Australia - NSW,Hunter,VK2/HU-034,710,2329,151.3538,-32.2764,151.3538,-32.2764,4,0,01/09/2013,31/12/2099,0,,,
VK2/HU-035,Australia - NSW,Hunter,Blue Gum Top,692,2270,151.0730,-32.2346,151.0730,-32.2346,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-036,Australia - NSW,Hunter,Woodlands Hill,690,2264,150.7699,-32.5068,150.7699,-32.5068,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-037,Australia - NSW,Hunter,Bells Mountain,687,2254,150.9700,-32.2278,150.9700,-32.2278,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-038,Australia - NSW,Hunter,Colonel Mountain,670,2198,150.9659,-32.1775,150.9659,-32.1775,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-039,Australia - NSW,Hunter,VK2/HU-039,670,2198,151.2206,-32.2470,151.2206,-32.2470,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-040,Australia - NSW,Hunter,Mount Yengo,667,2188,150.8526,-32.9850,150.8526,-32.9850,2,0,01/09/2013,31/12/2099,1,06/10/2019,VK2HRX,
VK2/HU-041,Australia - NSW,Hunter,Appletree Ridge,663,2175,150.8751,-32.5820,150.8751,-32.5820,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-042,Australia - NSW,Hunter,Scone Mountain,656,2152,150.9158,-32.0316,150.9158,-32.0316,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-043,Australia - NSW,Hunter,Mount Dyrring,655,2149,151.2490,-32.4008,151.2490,-32.4008,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-044,Australia - NSW,Hunter,Mount Dangar,654,2146,150.4868,-32.3369,150.4868,-32.3369,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-045,Australia - NSW,Hunter,Mount Neilson,654,2146,150.8221,-32.5257,150.8221,-32.5257,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-046,Australia - NSW,Hunter,VK2/HU-046,642,2106,151.5260,-32.1838,151.5260,-32.1838,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-047,Australia - NSW,Hunter,Mount Warrawolong,640,2100,151.2650,-33.0440,151.2650,-33.0440,2,0,01/09/2013,31/12/2099,7,02/03/2019,VK2CDS/P,
VK2/HU-048,Australia - NSW,Hunter,VK2/HU-048,635,2083,150.7619,-32.0642,150.7619,-32.0642,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-049,Australia - NSW,Hunter,VK2/HU-049,634,2080,150.7884,-31.9473,150.7884,-31.9473,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-050,Australia - NSW,Hunter,Razorback,607,1991,151.2350,-32.3217,151.2350,-32.3217,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-051,Australia - NSW,Hunter,VK2/HU-051,604,1982,151.0022,-32.1673,151.0022,-32.1673,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-052,Australia - NSW,Hunter,Breakneck,604,1982,151.3106,-32.3621,151.3106,-32.3621,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-053,Australia - NSW,Hunter,Mount Rivers,600,1969,151.4287,-32.3691,151.4287,-32.3691,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-054,Australia - NSW,Hunter,Broken Back Range,592,1942,151.2231,-32.7635,151.2231,-32.7635,2,0,01/09/2013,31/12/2099,16,01/01/2019,VK2CDS/P,
VK2/HU-055,Australia - NSW,Hunter,Corner Hill,587,1926,150.5329,-32.4735,150.5329,-32.4735,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-056,Australia - NSW,Hunter,Mount Wareng,586,1923,150.8554,-32.8725,150.8554,-32.8725,2,0,01/09/2013,31/12/2099,3,14/11/2017,VK2JDL/P,
VK2/HU-057,Australia - NSW,Hunter,Sugarloaf Hill,568,1864,150.5532,-32.0786,150.5532,-32.0786,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-058,Australia - NSW,Hunter,VK2/HU-058,565,1854,151.0619,-32.1675,151.0619,-32.1675,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-059,Australia - NSW,Hunter,VK2/HU-059,563,1847,151.4755,-32.4859,151.4755,-32.4859,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-060,Australia - NSW,Hunter,Native Dog Hill,559,1834,151.0202,-32.2002,151.0202,-32.2002,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-061,Australia - NSW,Hunter,Mount Poppong,558,1831,150.8660,-32.7522,150.8660,-32.7522,2,0,01/09/2013,31/12/2099,1,24/01/2014,VK2CU/P,
VK2/HU-062,Australia - NSW,Hunter,Mount Isobel,545,1788,150.9494,-32.8021,150.9494,-32.8021,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-063,Australia - NSW,Hunter,VK2/HU-063,543,1781,150.6306,-33.1899,150.6306,-33.1899,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-064,Australia - NSW,Hunter,Lords Pillar,538,1765,151.5936,-32.3142,151.5936,-32.3142,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-065,Australia - NSW,Hunter,Barraba Trig,530,1739,151.3082,-32.9657,151.3082,-32.9657,2,0,01/09/2013,31/12/2099,13,11/09/2019,VK2NU/P,
VK2/HU-066,Australia - NSW,Hunter,VK2/HU-066,528,1732,151.1334,-32.3039,151.1334,-32.3039,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-067,Australia - NSW,Hunter,VK2/HU-067,514,1686,150.6226,-33.1286,150.6226,-33.1286,2,0,01/09/2013,31/12/2099,0,,,
VK2/HU-068,Australia - NSW,Hunter,Mount View,490,1608,151.2675,-32.8362,151.2675,-32.8362,1,0,01/09/2013,31/12/2099,6,23/06/2017,VK2WFT/P,
VK2/HU-069,Australia - NSW,Hunter,Mount Razorback,475,1558,151.4994,-32.3385,151.4994,-32.3385,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-070,Australia - NSW,Hunter,Tangory Mountain,468,1535,151.3669,-32.5517,151.3669,-32.5517,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-071,Australia - NSW,Hunter,VK2/HU-071,466,1529,151.5420,-32.3141,151.5420,-32.3141,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-072,Australia - NSW,Hunter,Mirannie Mountain,464,1522,151.3521,-32.4769,151.3521,-32.4769,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-073,Australia - NSW,Hunter,Mount Arthur,455,1493,150.8581,-32.3635,150.8581,-32.3635,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-074,Australia - NSW,Hunter,Richardson,451,1480,151.6518,-32.4111,151.6518,-32.4111,1,0,01/09/2013,31/12/2099,14,14/11/2017,VK2NU/P,
VK2/HU-075,Australia - NSW,Hunter,Ogilivies Hill,449,1473,150.7665,-32.3843,150.7665,-32.3843,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-076,Australia - NSW,Hunter,Mount George,447,1467,151.5245,-32.5409,151.5245,-32.5409,1,0,01/09/2013,31/12/2099,6,24/04/2017,VK2IO/P,
VK2/HU-077,Australia - NSW,Hunter,Mount Baker,437,1434,151.2268,-32.8615,151.2268,-32.8615,1,0,01/09/2013,31/12/2099,2,13/04/2017,VK2JDL/P,
VK2/HU-078,Australia - NSW,Hunter,VK2/HU-078,435,1427,151.1140,-32.3637,151.1140,-32.3637,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-079,Australia - NSW,Hunter,Jerrys Plains Ridge,432,1417,150.9213,-32.5558,150.9213,-32.5558,1,0,01/09/2013,31/12/2099,1,03/04/2016,VK2IO/P,
VK2/HU-080,Australia - NSW,Hunter,Summit Point,428,1404,151.5086,-32.9123,151.5086,-32.9123,1,0,01/09/2013,31/12/2099,30,24/04/2019,VK2CDS/P,
VK2/HU-081,Australia - NSW,Hunter,VK2/HU-081,427,1401,150.6489,-32.3568,150.6489,-32.3568,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-082,Australia - NSW,Hunter,VK2/HU-082,424,1391,150.8915,-33.1634,150.8915,-33.1634,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-083,Australia - NSW,Hunter,VK2/HU-083,414,1358,150.9066,-32.1041,150.9066,-32.1041,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-084,Australia - NSW,Hunter,Mount Bulgalaben,412,1352,150.8899,-33.0642,150.8899,-33.0642,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-085,Australia - NSW,Hunter,VK2/HU-085,404,1325,151.3985,-32.4564,151.3985,-32.4564,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-086,Australia - NSW,Hunter,VK2/HU-086,398,1306,151.5284,-32.3962,151.5284,-32.3962,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-087,Australia - NSW,Hunter,VK2/HU-087,368,1207,150.5272,-32.3442,150.5272,-32.3442,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-088,Australia - NSW,Hunter,Mount Douglas,368,1207,151.6518,-32.5369,151.6518,-32.5369,1,0,01/09/2013,31/12/2099,1,10/01/2015,VK2YK,
VK2/HU-089,Australia - NSW,Hunter,VK2/HU-089,330,1083,151.1244,-32.7224,151.1244,-32.7224,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-090,Australia - NSW,Hunter,Mount Breckin,270,886,151.5529,-32.4971,151.5529,-32.4971,1,0,01/09/2013,31/12/2099,5,10/01/2015,VK2YK,
VK2/HU-091,Australia - NSW,Hunter,Karuah Hill,245,804,152.0092,-32.6461,152.0092,-32.6461,1,0,01/09/2013,31/12/2099,5,05/01/2018,VK2NU/P,
VK2/HU-092,Australia - NSW,Hunter,Three Brothers,243,797,151.8235,-32.4962,151.8235,-32.4962,1,0,01/09/2013,31/12/2099,0,,,
VK2/HU-093,Australia - NSW,Hunter,Mt Elliot,211,692,151.3945,-33.4031,151.3945,-33.4031,1,0,01/09/2013,31/12/2099,73,15/08/2019,VK2NU/P,
VK2/HU-094,Australia - NSW,Hunter,VK2/HU-094,184,604,152.2006,-32.6979,152.2006,-32.6979,1,0,01/09/2013,31/12/2099,13,28/07/2017,VK2WFT/P,
VK2/IL-001,Australia - NSW,Illawarra,Mount Gibraltar,866,2841,150.4286,-34.4651,150.4286,-34.4651,4,0,01/09/2013,31/12/2099,62,18/08/2019,VK2JDL/P,
VK2/IL-002,Australia - NSW,Illawarra,Wingecarribee,846,2776,150.5676,-34.5641,150.5676,-34.5641,4,0,01/09/2013,31/12/2099,19,23/03/2019,VK2/VA3OZI,
VK2/IL-003,Australia - NSW,Illawarra,Mount Wanganderry,830,2723,150.255,-34.3296,150.2550,-34.3296,4,0,01/09/2013,31/12/2099,20,17/08/2019,VK1AT,
VK2/IL-004,Australia - NSW,Illawarra,Carlvan,821,2694,150.1035,-34.3044,150.1035,-34.3044,4,0,01/09/2013,31/12/2099,4,01/05/2016,VK2IO/P,
VK2/IL-005,Australia - NSW,Illawarra,Mount Alexandra,803,2635,150.451,-34.4384,150.4510,-34.4384,4,0,01/09/2013,31/12/2099,50,24/05/2019,VK3PF/2,
VK2/IL-006,Australia - NSW,Illawarra,VK2/IL-006,796,2612,150.449,-34.3674,150.4490,-34.3674,4,0,01/09/2013,31/12/2099,15,01/09/2018,VK2IO/P,
VK2/IL-007,Australia - NSW,Illawarra,Knights Hill,784,2572,150.6947,-34.6228,150.6947,-34.6228,4,0,01/09/2013,31/12/2099,18,19/05/2018,VK2FPEZ,
