Latitude,Longitude,Elevation,SaddleLatitude,SaddleLongitude,Prominence
-36.2558,148.2892,6108,-36.1892,148.3458,666
-36.2567,147.735,3149,-36.2892,147.7217,561
-36.2592,148.6417,4284,-36.2308,148.69,525
-36.2633,149.57,3667,-36.285,149.57,505
-36.265,147.8725,2700,-36.2808,147.8708,909
-36.2692,149.4108,3933,-36.2758,149.4308,561
-36.27,147.9692,2946,-36.2867,147.9608,522
-36.2767,146.8267,2542,-36.2708,146.8383,515
-36.2783,148.0725,3257,-36.3167,148.0783,836
-36.2825,149.6158,2066,-36.285,149.6242,600
-36.2833,147.2825,2467,-36.3058,147.3058,591
-36.2842,148.4017,6742,-36.2892,148.3858,814
-36.2867,148.5958,5118,-36.2783,148.5733,689
-36.2892,148.54,5206,-36.29,148.5475,495
-36.29,149.8833,1814,-36.3333,149.8492,1253
-36.2908,148.5617,5367,-36.2542,148.57,1007
-36.2958,146.9967,2877,-36.3058,146.9783,1299
-36.2975,150.0158,2690,-36.2883,149.97,2152
-36.2992,149.6433,2893,-36.3108,149.6442,584
-36.3042,149.7842,3100,-36.3492,149.755,2060
-36.3108,147.1792,2962,-36.35,147.185,991
-36.3133,143.5525,1295,-36.4675,143.5992,610
-36.3175,147.3517,2687,-36.3575,147.3717,1224
-36.3175,147.9583,3103,-36.3542,147.9825,653
-36.3192,147.7392,3759,-36.3692,147.7475,922
-36.3283,147.6558,3605,-36.3525,147.6575,820
-36.3308,148.0275,2657,-36.3442,148.0083,495
-36.335,147.5342,3651,-36.345,147.5692,853
-36.335,149.6017,4376,-36.1992,149.4383,1191
-36.3408,149.8858,1397,-36.3167,149.8742,781
-36.3433,146.98,2798,-36.3575,146.9667,653
-36.3442,147.9917,3116,-36.3583,147.98,672
-36.3517,147.1517,3087,-36.3783,147.1608,502
-36.3533,148.3542,6725,-36.3758,148.3317,584
-36.3583,147.2367,2782,-36.3275,147.1908,535
-36.3617,145.6925,1243,-36.39,145.7975,761
-36.3642,149.8942,1233,-36.3467,149.8817,492
-36.3725,147.7808,3248,-36.3833,147.77,545
-36.3725,148.015,2595,-36.3817,148.0108,886
-36.3767,149.7792,1863,-36.3858,149.7758,502
-36.3783,148.1667,2395,-36.3942,148.1675,506
-36.3817,147.4058,3461,-36.4158,147.4433,1168
-36.3925,148.315,7194,-36.44,148.27,616
-36.3942,148.1183,4967,-36.4533,148.1567,2343
-36.3942,147.1683,3316,-36.4208,147.1575,780
-36.3983,149.5892,3375,-36.3925,149.6,764
-36.3992,147.3533,2837,-36.3992,147.36,508
-36.4025,147.6325,4301,-36.4592,147.6242,866
-36.4058,146.1008,1210,-36.3992,146.1567,653
-36.4067,146.9408,3812,-36.43,146.9158,2241
-36.4083,149.7267,2962,-36.4058,149.7117,1151
-36.4092,148.3858,6702,-36.4383,148.3775,935
-36.4108,147.9333,3727,-36.4125,147.9425,716
-36.4117,149.3508,4045,-36.4408,149.3958,528
-36.4183,149.7992,2273,-36.4008,149.7842,774
-36.42,149.5942,3218,-36.4108,149.595,594
-36.4225,148.2592,7171,-36.4333,148.2733,534
-36.4233,147.385,3162,-36.395,147.3825,1194
-36.4258,148.0367,3914,-36.4342,148.0158,791
-36.4283,147.4617,3106,-36.4458,147.5033,754
-36.4283,147.9958,4186,-36.4275,147.9642,843
-36.4325,147.155,3175,-36.4392,147.1508,620
-36.4333,148.4717,5049,-36.4633,148.4708,932
-36.4383,148.1175,4688,-36.4242,148.1208,614
-36.44,147.3258,2290,-36.4342,147.3417,522
-36.4417,149.165,3989,-36.4483,149.2033,535
-36.4417,149.9142,1230,-36.44,149.8767,587
-36.4417,149.6775,2030,-36.4183,149.6933,577
-36.4458,146.2192,1663,-36.4633,146.225,902
-36.4483,146.8742,1916,-36.445,146.8808,499
-36.45,147.1258,3398,-36.4567,147.1225,633
-36.4517,146.8033,3448,-36.4383,146.8683,2057
-36.455,149.6433,2047,-36.45,149.6292,610
-36.4558,147.79,3927,-36.4742,147.7967,676
-36.4583,148.0608,3054,-36.4658,148.0458,597
-36.4667,143.7517,1351,-36.4333,143.6925,764
-36.4767,146.225,1351,-36.5,146.2033,535
-36.4767,148.5175,4780,-36.4842,148.4792,597
-36.4767,148.9142,3494,-36.4542,148.9617,657
-36.4792,147.8825,4632,-36.5017,147.9033,863
-36.4792,147.6042,4573,-36.4942,147.5942,1280
-36.48,147.9875,4977,-36.4925,147.9933,932
-36.4808,148.1825,4865,-36.48,148.195,551
-36.4825,146.9492,4019,-36.5583,146.9692,2113
-36.485,147.715,4245,-36.4083,147.6658,600
-36.4858,149.6767,2519,-36.4925,149.6675,994
-36.4917,148.0825,4665,-36.4975,148.0675,804
-36.5033,148.1725,4419,-36.5,148.1767,522
-36.5042,148.3808,6115,-36.5092,148.3708,548
-36.505,148.5725,4110,-36.525,148.5808,498
-36.505,147.575,4822,-36.4567,147.7617,1607
-36.51,149.8792,1833,-36.52,149.8758,751
-36.5125,148.3608,6276,-36.525,148.3483,578
-36.5158,147.86,4596,-36.4958,147.8842,633
-36.5192,148.6575,4206,-36.5458,148.6158,644
-36.5192,149.7075,2378,-36.5175,149.6867,830
-36.5217,146.8008,2444,-36.535,146.8058,643
-36.5217,149.8967,1702,-36.5175,149.8783,502
-36.5242,148.335,6295,-36.5242,148.26,1069
-36.5342,148.4392,5190,-36.5408,148.4258,574
-36.5358,148.0033,5787,-36.9333,147.9725,1759
-36.5375,147.2967,3451,-36.5567,147.2917,778
-36.545,149.8658,2516,-36.4975,149.8475,1811
-36.5467,149.605,3526,-36.555,149.5767,1617
-36.5475,148.3333,6207,-36.5342,148.3425,548
-36.55,149.5633,3339,-36.5492,149.555,495
-36.5517,147.1258,4199,-36.5758,147.165,1132
-36.5525,147.2158,2808,-36.5583,147.2275,541
-36.5525,149.6525,3110,-36.5558,149.6442,535
-36.5533,147.4508,2631,-36.5592,147.4575,788
-36.5533,148.2692,6026,-36.5508,148.2908,672
-36.5542,146.8608,2572,-36.5367,146.8792,1132
-36.5583,146.7933,2634,-36.5342,146.8233,1306
-36.565,148.095,3713,-36.5633,148.0842,515
-36.5658,146.1583,1456,-36.5933,146.2075,584
-36.5667,147.3775,2946,-36.5808,147.3608,614
-36.5667,147.1625,3914,-36.5567,147.1442,719
-36.5708,147.4708,2979,-36.5783,147.4767,516
-36.5742,143.6933,1581,-36.6683,143.6275,640
-36.5767,147.6183,2913,-36.5717,147.6417,532
-36.58,148.3683,5836,-36.5575,148.35,991
-36.5875,146.485,1804,-36.6783,146.5142,637
-36.5875,146.5583,1679,-36.62,146.5667,574
-36.5883,147.8292,5213,-36.5842,147.8508,1437
-36.59,149.5567,1765,-36.5883,149.5483,686
-36.5958,149.6358,3110,-36.5742,149.6267,519
-36.5975,149.3833,4084,-36.5558,149.3758,495
-36.6042,147.615,2227,-36.6117,147.6292,603
-36.6042,148.7575,3891,-36.6025,148.7183,735
-36.6075,146.8275,2263,-36.6283,146.88,561
-36.6083,147.2592,3891,-36.6208,147.2717,647
-36.6108,148.305,5862,-36.6025,148.3033,630
-36.6125,147.96,5725,-36.5692,148.0008,1250
-36.6133,147.4783,4570,-36.6583,147.4992,1414
-36.62,147.1717,4107,-36.6592,147.2042,820
-36.6233,147.5808,3966,-36.6492,147.5533,1033
-36.625,147.0617,4012,-36.7125,147.12,1096
-36.6275,147.36,3136,-36.635,147.3383,499
-36.6408,146.6183,2250,-36.7142,146.6033,590
-36.65,146.4608,1784,-36.6808,146.4958,561
-36.65,147.4708,4074,-36.63,147.485,856
-36.6508,147.7708,4635,-36.6033,147.7717,597
-36.6567,147.645,3244,-36.66,147.6558,557
-36.6575,146.9625,3887,-36.6558,146.9867,1073
-36.6575,147.08,3720,-36.6458,147.0742,581
-36.66,148.4242,4573,-36.6467,148.4392,807
-36.6667,149.7342,1315,-36.6542,149.715,646
-36.6717,147.22,4478,-36.6808,147.275,1106
-36.6742,147.01,3877,-36.6842,147.0325,1007
-36.675,147.9992,5144,-36.73,147.9792,824
-36.6792,147.5175,3887,-36.695,147.52,682
-36.6833,147.435,2719,-36.6992,147.4425,534
-36.6842,148.8925,3533,-36.65,148.8792,554
-36.6875,147.0758,3805,-36.6658,147.085,692
-36.6892,147.8883,4242,-36.6858,147.9067,492
-36.69,147.3083,4169,-36.7017,147.3142,495
-36.695,146.7892,4944,-36.7125,146.765,545
-36.695,148.2742,4786,-36.69,148.255,594
-36.7008,148.6092,3051,-36.725,148.6083,771
-36.7058,146.3142,2043,-36.7383,146.3175,708
-36.7058,148.09,5751,-36.635,147.985,1611
-36.7142,146.7542,4947,-36.7217,146.76,758
-36.7183,147.6208,3172,-36.7225,147.6083,886
-36.7208,147.7033,4498,-36.6858,147.7158,522
-36.7225,143.6467,1715,-36.9917,143.5858,990
-36.7292,148.0025,4832,-36.7308,147.9867,653
-36.7308,148.3775,4652,-36.6992,148.3625,814
-36.7325,145.7067,2060,-36.745,145.7442,528
-36.7392,147.5425,4320,-36.7492,147.5375,613
-36.7408,146.5658,3562,-36.7533,146.5692,1492
-36.7483,144.7225,1371,-36.7958,144.7008,650
-36.7492,147.835,5150,-36.7617,147.8642,1939
-36.7525,141.8358,1177,-36.8,141.865,692
-36.7542,148.2058,5967,-36.81,148.1758,1738
-36.7567,147.0692,4045,-36.7883,147.1167,1283
-36.7583,146.7875,5488,-36.76,146.7825,492
-36.76,147.8792,3743,-36.7358,147.9092,518
-36.7608,149.9483,623,-36.7717,149.9133,535
-36.7608,147.1058,3805,-36.7583,147.09,551
-36.7642,147.1633,2719,-36.7675,147.1567,603
-36.7667,147.5317,4304,-36.775,147.5042,564
-36.7683,147.0017,3061,-36.7783,147.01,591
-36.7683,145.6117,1601,-36.7567,145.655,837
-36.7717,146.27,2542,-36.7825,146.2633,505
-36.775,146.6408,2444,-36.7783,146.635,578
-36.7758,145.9083,2339,-36.7683,145.9017,607
-36.7767,146.7667,5528,-36.8608,146.8067,2244
-36.7783,145.8783,2559,-36.7967,145.8608,591
-36.7808,146.5483,3920,-36.8442,146.5025,2109
-36.7833,145.935,1863,-36.7975,145.9283,636
-36.785,147.6217,4038,-36.8025,147.5925,1325
-36.785,148.63,3809,-36.7858,148.6067,850
-36.7883,147.1933,4553,-36.8,147.1958,505
-36.7892,145.8433,2391,-36.8008,145.85,492
-36.7925,147.6892,2709,-36.8108,147.6883,508
-36.7942,148.0117,5370,-36.76,148.0283,682
-36.8,145.7842,2411,-36.805,145.74,568
-36.8008,148.4408,3175,-36.8058,148.4517,1056
-36.8075,148.2833,4580,-36.7775,148.2658,621
-36.8083,145.5408,1545,-36.8258,145.5483,535
-36.81,143.2417,1719,-36.8217,143.2325,502
-36.8117,147.4733,5731,-36.8,147.4417,1804
-36.8125,147.1375,4694,-36.83,147.1367,656
-36.8142,148.5408,4005,-36.84,148.5275,538
-36.8175,143.6267,1581,-36.79,143.6308,610
-36.8175,147.9733,5393,-36.7892,148.0008,745
-36.8192,149.6392,1909,-36.8208,149.6308,742
-36.825,148.345,4475,-36.7625,148.3075,771
-36.8258,148.1508,5643,-36.8325,148.1492,512
-36.83,147.3242,6207,-36.9458,147.185,1670
-36.8325,143.0508,1364,-36.8758,143.115,525
-36.8333,149.83,1250,-36.8383,149.8108,568
-36.8333,148.5692,3641,-36.8192,148.5633,492
-36.835,146.8075,4166,-36.8225,146.8158,630
-36.8417,147.0225,4137,-36.8783,147.0267,889
-36.8425,145.96,2654,-36.8592,145.9558,555
-36.8458,145.8358,2726,-36.86,145.8417,587
-36.8458,148.415,1922,-36.845,148.4275,718
-36.85,145.6733,2601,-36.7925,145.8233,768
-36.8517,146.9033,4402,-36.885,146.9508,905
-36.8517,147.8325,4117,-36.8425,147.8658,853
-36.8525,147.7775,3933,-36.8383,147.7975,728
-36.8542,147.1883,6118,-36.8825,147.3175,836
-36.8542,146.0625,3090,-36.8567,146.0742,522
-36.8558,145.5508,1843,-36.9108,145.5617,571
-36.86,147.675,3425,-36.9817,147.65,1050
-36.8617,148.5308,4140,-36.935,148.6892,1102
-36.8642,149.6175,2637,-36.8625,149.5958,567
-36.8642,149.7283,2493,-36.855,149.6633,771
-36.865,148.1533,5967,-36.67,148.2467,1801
-36.87,146.8542,3395,-36.8708,146.8275,604
-36.875,147.2433,6023,-36.9217,147.2608,577
-36.875,147.5342,4977,-36.8408,147.5225,1188
-36.8767,147.9783,4812,-36.8483,147.9567,734
-36.8783,148.64,3812,-36.8825,148.5825,564
-36.8792,144.7075,1453,-36.955,144.7542,578
-36.8792,146.4067,2736,-36.8908,146.435,640
-36.8792,147.8042,3681,-36.8892,147.8142,624
-36.8883,147.7433,4625,-36.8667,147.7742,1551
-36.8892,146.7358,3832,-36.915,146.7742,1014
-36.89,147.1925,6017,-36.87,147.1942,496
-36.8925,146.705,2516,-36.8917,146.71,584
-36.8925,149.7067,2303,-36.8683,149.7092,574
-36.8933,147.615,3238,-36.9075,147.6033,509
-36.8942,147.1383,6240,-36.7708,147.2783,1785
-36.8958,146.5108,3028,-36.9092,146.4992,932
-36.8967,146.575,3087,-36.9642,146.5575,991
-36.8967,146.0992,3244,-36.8967,146.1408,1053
-36.8975,148.1392,5423,-36.935,148.1667,679
-36.9017,146.8175,3914,-36.9333,146.8233,545
-36.9017,146.4483,3244,-36.9167,146.4708,531
-36.9042,148.4042,2001,-36.9058,148.3967,558
-36.9067,146.2558,3313,-36.9133,146.2758,528
-36.9067,148.6708,3736,-36.8875,148.6525,597
-36.9125,147.8317,3930,-36.9283,147.835,528
-36.9125,147.0025,4064,-36.9267,146.995,511
-36.9142,147.9042,4652,-36.9842,147.8258,1191
-36.915,143.2617,2034,-36.9992,143.2458,794
-36.9208,145.2742,1594,-36.9267,145.3058,653
-36.9242,148.1117,5351,-36.9175,148.1217,745
-36.925,146.6508,3543,-36.9383,146.6467,561
-36.9258,145.925,3425,-36.9767,146.0008,2336
-36.9383,146.4692,3307,-36.9733,146.4967,926
-36.9392,148.4417,2329,-36.9417,148.455,558
-36.9408,148.18,5456,-36.8792,148.1583,804
-36.9442,148.5133,3959,-36.9358,148.5225,751
-36.945,146.8242,4035,-36.95,146.8383,545
-36.9458,143.5633,1256,-36.8933,143.6025,495
-36.9483,146.9592,4225,-36.9625,147.0083,607
-36.9517,147.8583,4330,-36.9292,147.89,571
-36.9525,145.955,2368,-36.94,145.9475,725
-36.9542,146.2642,3743,-36.9758,146.3325,804
-36.9542,149.6225,2385,-36.9292,149.6475,1405
-36.9567,147.1567,6154,-36.9383,147.1275,889
-36.9592,146.3117,3549,-36.9483,146.3017,528
-36.96,146.355,3441,-37.0083,146.3433,502
-36.9633,146.505,3290,-36.9475,146.4933,521
-36.9667,148.8833,3667,-37.01,148.7617,790
-36.9667,148.59,2811,-36.945,148.61,544
-36.9675,147.7875,3093,-36.9675,147.7992,495
-36.9675,145.8417,2053,-36.9408,145.8525,498
-36.9725,146.6992,3579,-37.0183,146.6583,509
-36.9733,149.765,1886,-36.9642,149.7483,623
-36.9742,149.54,2362,-36.9775,149.5325,745
-36.98,148.4042,2785,-36.9642,148.3825,938
-36.9808,148.4783,3615,-36.9658,148.4942,1119
-36.9842,149.3942,3671,-37.0008,149.3958,971
-36.985,142.3983,2017,-37.0275,142.4208,807
-36.9858,144.9625,1328,-36.9858,144.95,525
-36.9875,145.275,1601,-37.0258,145.2817,771
-36.9917,145.3108,1748,-36.9542,145.3275,590
-36.9925,144.3083,2454,-37.0642,144.2942,1021
-36.9933,148.835,3654,-36.9892,148.8558,692
-36.9942,147.0275,5108,-37.0008,147.0692,712
-36.9942,149.475,2936,-36.9942,149.4558,541
-36.9958,144.0492,1866,-36.9267,144.1392,833
-36.9975,148.6783,4737,-37.0683,149.3058,2241
-36.9992,147.5783,3123,-37.0183,147.5783,574
-37,142.37,1676,-37.0058,142.3892,627
-37,148.4,2529,-36.9925,148.4083,492
-37.0033,147.4658,3710,-37.0108,147.4558,1043
-37.0058,147.8083,4691,-36.9233,147.9283,1279
-37.0067,149.5475,2719,-37.0258,149.5275,948
-37.0075,148.0783,4822,-37.0108,148.0667,538
-37.0092,149.4175,3530,-37.0408,149.39,824
-37.0092,142.4417,2582,-37.0392,142.49,663
-37.015,149.6892,2893,-36.9283,149.72,1808
-37.0167,147.7258,4012,-37.0183,147.7442,804
-37.0208,147.9925,5193,-37.0683,147.9467,810
-37.0225,147.0567,5521,-37.0217,147.07,974
-37.0233,146.5083,3986,-37.0383,146.5258,496
-37.0292,146.6442,3815,-37.0392,146.635,571
-37.0308,146.7375,3490,-37.075,146.7325,584
-37.0317,147.0483,5390,-37.0258,147.0517,502
-37.0333,146.3508,3986,-37.0467,146.3725,1027
-37.0342,148.4358,3218,-37.0167,148.465,1158
-37.0392,147.1108,5374,-37.0583,147.0908,548
-37.0433,146.8992,4642,-37.105,146.9308,751
-37.0433,144.82,1863,-37.0717,144.8225,656
-37.0433,145.985,2263,-37.0208,145.995,1164
-37.0442,146.5917,5239,-37.0792,146.615,886
-37.0458,145.5717,2250,-36.945,145.6333,636
-37.0483,149.5908,2007,-37.0375,149.5617,698
-37.0492,146.82,3825,-37.0617,146.8292,492
-37.0508,143.2142,2585,-37.1958,143.3217,1339
-37.0508,146.9542,4478,-37.0433,146.9767,541
-37.0525,147.5667,3946,-37.0708,147.5683,666
-37.0533,149.51,2611,-37.0483,149.4967,728
-37.0542,147.2092,5262,-37.0425,147.2092,522
-37.0558,142.5708,1210,-37.0658,142.5583,538
-37.0567,146.4258,5118,-37.0925,146.4417,722
-37.0583,146.5333,4005,-37.0642,146.5533,639
-37.0608,148.4183,3021,-37.0558,148.4258,718
-37.065,148.7817,3622,-37.0167,148.8142,499
-37.0658,147.8167,2417,-37.0692,147.8217,508
-37.0667,146.99,5344,-37.0433,146.9975,725
-37.0683,148.3692,2798,-37.0783,148.3617,784
-37.0783,147.75,3789,-37.0992,147.7492,945
-37.0833,149.5775,1830,-37.0925,149.5683,646
-37.0833,143.2908,2529,-37.0567,143.2483,800
-37.0883,147.885,4058,-37.1008,147.8983,561
-37.0883,145.3142,1850,-37.0933,145.3258,505
-37.0908,147.1183,5534,-37.0917,147.0958,771
-37.0942,149.4308,3707,-36.845,149.4042,1086
-37.0967,147.0533,5623,-37.0133,147.085,1047
-37.0975,148.1925,4399,-37.0908,148.2067,817
-37.0992,142.335,2335,-37.1092,142.38,912
-37.1,146.7042,4714,-37.1092,146.6858,551
-37.1,143.1825,2073,-37.0867,143.1892,705
-37.1008,145.8258,2240,-37,145.6717,918
-37.1017,146.4533,4990,-37.1042,146.4642,512
-37.1017,148.03,5331,-36.8783,148.0883,1040
-37.1042,146.7942,3838,-37.0992,146.81,554
-37.105,149,3395,-37.0942,148.9642,692
-37.1108,146.0983,2401,-37.1125,146.1283,1165
-37.1108,147.6917,4261,-37.0458,147.7067,1197
-37.1117,148.4708,3480,-37.1183,148.4717,501
-37.1125,148.8975,4284,-37.1267,148.7692,1453
-37.1125,146.6742,4832,-37.1133,146.6608,771
-37.1142,149.3508,2559,-37.1092,149.3442,532
-37.1183,149.505,3159,-37.125,149.4758,1414
-37.1183,147.4942,4376,-37.1225,147.445,876
-37.1192,146.7183,4904,-37.115,146.71,1135
-37.1225,142.5008,2834,-37.1542,142.4817,748
-37.1225,147.3808,4278,-37.13,147.3767,492
-37.125,146.6433,5439,-37.1375,146.6408,800
-37.1267,146.4975,5711,-37.1442,146.4892,1122
-37.135,147.8117,2424,-37.14,147.8208,656
-37.1392,146.6033,4593,-37.1442,146.6117,496
-37.1417,148.5883,4258,-37.21,148.7333,1883
-37.1433,147.5492,4025,-37.1475,147.5308,528
-37.1442,148.8083,3802,-37.1967,148.8467,761
-37.1442,149.6925,2050,-37.1492,149.725,636
-37.145,146.4258,5830,-37.11,146.7433,2681
-37.1483,142.7642,1853,-37.1817,142.8217,928
-37.1517,148.4725,4238,-37.1308,148.5175,1588
-37.1533,146.3183,4173,-37.1417,146.3425,778
-37.1542,146.5792,4819,-37.1575,146.6175,656
-37.1558,142.055,1794,-37.0608,142.2233,1079
-37.16,147.8192,2267,-37.1567,147.8267,568
-37.1633,146.015,1965,-37.1525,146.0408,798
-37.1642,147.8825,4908,-37.1425,147.9592,926
-37.1667,147.7992,2214,-37.1617,147.8067,515
-37.1667,146.9667,5131,-37.0408,146.9492,1385
-37.1683,148.755,3625,-37.2558,148.8242,509
-37.17,146.2825,3494,-37.1558,146.2908,689
-37.1742,149.135,3480,-37.17,149.1092,623
-37.1742,149.6408,2089,-37.1542,149.6308,718
-37.1742,146.6483,5695,-37.1283,146.5558,1929
-37.1775,145.1583,2657,-37.2475,145.17,1263
-37.18,149.7342,2860,-37.1333,149.6658,1742
-37.1833,142.5192,2598,-37.18,142.5025,597
-37.185,146.8558,3648,-37.1717,146.8217,1109
-37.185,148.5908,4238,-37.1575,148.6042,813
-37.1875,146.0392,2293,-37.1975,146.025,607
-37.1875,149.355,3116,-37.1225,149.4042,1296
-37.1883,149.5392,2555,-37.1742,149.5158,525
-37.1892,147.5983,3418,-37.1925,147.5758,807
-37.1892,146.6208,5620,-37.1883,146.6308,624
-37.1908,146.155,2083,-37.195,146.1767,499
-37.195,149.9,875,-37.1833,149.88,501
-37.1958,145.9683,2726,-37.1775,146.0633,1677
-37.2008,146.1275,2168,-37.1825,146.1408,627
-37.2017,147.1533,4557,-37.185,147.1542,512
-37.2025,142.9975,1729,-37.2192,143.015,598
-37.2042,146.6008,5597,-37.2058,146.5783,755
-37.2058,147.4358,5091,-37.1442,147.3283,1128
-37.2083,148.5517,3392,-37.2158,148.5592,502
-37.21,146.5542,5528,-37.2167,146.5242,611
-37.2108,147.7775,3251,-37.2025,147.795,1073
-37.2125,142.5033,3326,-37.2883,142.5383,1922
-37.2133,146.1667,1984,-37.2108,146.1708,547
-37.2142,142.2825,2454,-37.2508,142.3425,683
-37.215,149.19,3395,-37.1758,149.1667,669
-37.2192,146.7983,3284,-37.2325,146.7917,676
-37.2208,144.7958,2614,-37.2808,144.5742,810
-37.2217,146.2133,2007,-37.2175,146.2125,498
-37.2217,149.9608,744,-37.1792,149.9558,521
-37.2242,144.6392,2608,-37.215,144.7833,797
-37.225,148.4942,2736,-37.2317,148.505,670
-37.2258,146.4642,4668,-37.2233,146.4758,538
-37.2267,145.3525,1430,-37.2508,145.35,512
-37.2283,143.4358,2066,-37.2633,143.4517,780
-37.2283,143.2008,2857,-37.2475,143.22,564
-37.2317,148.5942,4160,-37.2108,148.59,719
-37.2342,146.4925,5649,-37.1925,146.6075,837
-37.2425,146.4208,4645,-37.2325,146.4433,1083
-37.2442,143.07,1824,-37.2675,143.1,509
-37.2442,147.5558,3736,-37.25,147.5442,492
-37.245,149.0575,3671,-37.2258,149.0425,604
-37.2517,146.3408,3776,-37.255,146.3275,522
-37.2542,146.9833,4179,-37.2425,146.9717,577
-37.2542,148.38,2841,-37.2267,148.3942,709
-37.2575,143.3383,2604,-37.2842,143.2917,1115
-37.2575,148.7442,3248,-37.2717,148.7542,545
-37.2592,146.3967,4708,-37.2533,146.4158,1152
-37.2617,142.5975,3297,-37.2717,142.5817,873
-37.2625,142.8892,1896,-37.2817,142.8575,624
-37.2625,149.3983,2306,-37.2575,149.425,1017
-37.2633,149.585,1896,-37.2608,149.5758,591
-37.265,146.325,3799,-37.255,146.3517,555
-37.2667,145.4133,1699,-37.2775,145.4083,571
-37.2675,142.5167,3211,-37.2508,142.51,705
-37.2683,146.5733,5561,-37.2475,146.5842,942
-37.2692,148.8967,4048,-37.3667,148.8025,1066
-37.27,143.4383,2086,-37.2858,143.4058,590
-37.2708,146.835,5039,-37.3067,146.8025,1165
-37.2733,149.7058,1502,-37.2833,149.715,512
-37.2742,146.2925,3638,-37.2708,146.3058,617
-37.2767,142.5167,3143,-37.2717,142.5167,509
-37.2792,149.295,3284,-37.2258,149.2842,1660
-37.2817,146.2542,3015,-37.2775,146.2733,670
-37.2833,147.3233,4478,-37.2483,147.3742,761
-37.2842,149.495,2408,-37.2567,149.4783,1054
-37.2867,146.4642,5282,-37.285,146.4933,1090
-37.2875,146.72,5400,-37.2958,146.7508,673
-37.29,146.0867,3293,-37.2983,146.0942,570
-37.2917,146.0067,2732,-37.3025,145.9958,600
-37.2933,142.6017,3809,-37.3375,142.68,2904
-37.2933,143.94,1991,-37.31,143.9467,564
-37.2933,146.9775,4055,-37.2633,146.9708,893
-37.295,143.2208,3241,-37.33,143.5167,1867
-37.2967,142.3392,3198,-37.3492,142.4217,2260
-37.2967,149.1092,2782,-37.3342,149.0883,558
-37.2967,143.9842,2208,-37.305,144.0108,693
-37.2975,148.975,3943,-37.2917,148.9475,577
-37.2992,143.1108,3057,-37.3358,143.1708,1890
-37.2992,148.4075,2034,-37.2825,148.4117,499
-37.3,146.5125,4852,-37.3,146.5317,568
-37.3017,149.71,1532,-37.23,149.7258,663
-37.3025,147.6933,2801,-37.3175,147.6833,623
-37.3025,149.4192,2709,-37.2933,149.4683,1446
-37.305,148.4408,3113,-37.3292,148.5158,597
-37.3058,146.3992,4156,-37.2833,146.405,738
-37.3075,149.2608,2736,-37.2825,149.2833,522
-37.3092,149.4542,2388,-37.3083,149.4317,492
-37.3108,142.4283,1774,-37.3242,142.4275,803
-37.3117,146.0933,3356,-37.34,146.1025,650
-37.3142,147.215,4599,-37.2792,147.2033,564
-37.315,145.3083,1758,-37.3258,145.3367,512
-37.315,146.9325,3100,-37.3058,146.9375,860
-37.3175,143.7108,2066,-37.3292,143.7075,525
-37.3183,146.1983,3034,-37.3358,146.2467,964
-37.3192,147.5292,4543,-37.27,147.4567,1519
-37.32,142.5008,2988,-37.3158,142.5058,653
-37.3217,143.1133,2434,-37.3167,143.1075,496
-37.3233,142.8592,1958,-37.2442,142.9133,863
-37.3275,149.1575,2250,-37.3167,149.1575,699
-37.3283,149.3117,2299,-37.3458,149.2925,800
-37.3292,147.8017,2188,-37.3033,147.7967,519
-37.3308,146.1558,2536,-37.3217,146.1742,722
-37.3308,143.4625,1925,-37.3142,143.4483,538
-37.3333,146.0075,3195,-37.3325,145.9808,1270
-37.3342,142.385,1984,-37.3683,142.3458,944
-37.3367,143.2725,2959,-37.3233,143.2692,499
-37.3392,142.4558,1847,-37.3408,142.4467,509
-37.3392,142.2833,3139,-37.3267,142.3117,656
-37.34,146.4242,4616,-37.4025,146.4292,1080
-37.34,142.58,3782,-37.3142,142.5933,823
-37.3425,148.3225,3041,-37.2692,148.305,676
-37.3433,148.1825,2716,-37.3158,148.1958,633
-37.3508,148.8333,3999,-37.3183,148.8375,673
-37.3517,142.4542,1889,-37.35,142.4733,899
-37.3542,149.355,2490,-37.37,149.3292,876
-37.3558,144.6708,2667,-37.3625,144.6542,505
-37.3567,149.2642,2962,-37.3908,149.2775,672
-37.3583,145.9375,4960,-37.5725,145.925,2109
-37.3592,149.095,3231,-37.305,149.0617,1083
-37.3617,148.7158,2122,-37.3617,148.7308,502
-37.365,146.4908,4425,-37.3467,146.4858,1141
-37.3667,148.0658,2611,-37.3908,148.05,804
-37.3667,143.6983,2145,-37.3733,143.6625,610
-37.3692,146.9183,4534,-37.3758,146.9258,732
-37.3708,142.25,2992,-37.3625,142.2525,624
-37.3742,149.2292,2683,-37.3575,149.24,626
-37.375,147.3242,3392,-37.325,147.3175,883
-37.375,148.79,4225,-37.1283,148.8792,1263
-37.3775,146.6242,4399,-37.32,146.6525,1109
-37.38,145.9092,4383,-37.4075,145.9175,499
-37.3808,144.965,1738,-37.2992,144.91,528
-37.3825,147.55,4540,-37.3525,147.5525,882
-37.3833,149.1392,1722,-37.3933,149.1375,656
-37.3833,144.5758,3323,-37.3733,145.0292,2152
-37.3867,142.3308,1774,-37.3725,142.3008,521
-37.3883,142.8067,1686,-37.3583,142.8542,581
-37.395,143.5958,2312,-37.4167,143.7308,938
